user_id,run_id,weather,map_name,start_x,start_y,start_z,end_x,end_y,end_z,arousal_start,arousal_end,hr_bpm_start,hr_bpm_end,model_pred_start,model_prob_start,model_pred_end,model_prob_end,emotion_label_start,emotion_prob_start,emotion_label_end,emotion_prob_end,timestamp_start,timestamp_end,frame_start,frame_end,sim_time_start,sim_time_end,details
participant_01,1,day,Town10HD,45.5141487121582,43.91026306152344,0.001456031808629632,45.35037612915039,40.2867317199707,0.0018310927553102374,0.6,0.602,66,65,None,1.0,reach_back,0.92,neutral,0.958,fear,0.993,2026-02-10T16:19:06.198831,2026-02-10T16:19:08.303893,22895,22922,532.5123983845115,533.4573983885348,window_1
participant_01,1,day,Town10HD,60.33955764770508,26.27016830444336,0.0017232894897460938,60.419193267822266,26.25620460510254,0.0017221831949427724,0.635,0.645,64,62,None,1.0,reach_back,0.98,happy,0.621,sad,0.753,2026-02-10T16:19:26.967024,2026-02-10T16:19:28.641967,23173,23195,542.2423984259367,543.012398429215,window_2
participant_01,1,day,Town10HD,68.45773315429688,25.317794799804688,0.0015476607950404286,75.97151947021484,24.94144058227539,0.0021156691946089268,0.684,0.71,62,62,None,1.0,reach_back,0.971,neutral,0.681,neutral,0.626,2026-02-10T16:19:34.140884,2026-02-10T16:19:36.325271,23267,23296,545.5323984399438,546.5473984442651,window_1
participant_01,1,day,Town10HD,106.36848449707031,-37.48365783691406,0.001786193810403347,101.08757781982422,-48.16672897338867,0.0024172209668904543,0.711,0.709,66,66,None,1.0,reach_back,1.0,neutral,0.880,sad,1.0,2026-02-10T16:19:55.850951,2026-02-10T16:19:57.734507,23564,23589,555.9273984842002,556.8023984879255,window_2
participant_01,1,day,Town10HD,44.65239715576172,-66.19062042236328,0.001703720074146986,29.17995834350586,-65.94384765625,0.0018860625568777323,0.639,0.594,64,63,None,1.0,reach_back,0.964,sad,0.564,angry,0.916,2026-02-10T16:20:07.356919,2026-02-10T16:20:09.607938,23719,23751,561.352398507297,562.4723985120654,window_1
participant_01,1,day,Town10HD,-75.84741973876953,-66.73635864257812,0.0019014357822015882,-88.11129760742188,-62.63296890258789,0.0019189834129065275,0.48,0.464,67,66,None,1.0,reach_back,1.0,happy,0.734,sad,0.999,2026-02-10T16:20:24.740185,2026-02-10T16:20:26.549960,23967,23994,570.0323985442519,570.9773985482752,window_2
participant_01,1,day,Town10HD,-109.00211334228516,13.056951522827148,0.0016865539364516735,-102.71492767333984,21.820817947387695,0.001867752056568861,0.573,0.592,65,64,None,1.0,None,1.0,happy,0.849,angry,0.871,2026-02-10T16:20:41.627893,2026-02-10T16:20:43.455276,24198,24221,578.1173985786736,578.9223985821009,window_1
participant_01,1,day,Town10HD,-77.73880767822266,27.364511489868164,0.0017267608782276511,-77.56906127929688,27.420289993286133,0.001661758404225111,0.652,0.656,65,66,None,1.0,reach_back,1.0,neutral,0.758,sad,1.0,2026-02-10T16:20:53.762313,2026-02-10T16:20:55.405204,24346,24366,583.2973986007273,583.9973986037076,window_2
participant_01,1,day,Town10HD,-64.2352066040039,29.295061111450195,0.0012910079676657915,-58.45431137084961,28.746328353881836,0.0016554641770198941,0.806,0.821,68,67,None,1.0,reach_back,0.98,happy,0.629,sad,0.775,2026-02-10T16:21:11.249340,2026-02-10T16:21:13.639371,24570,24600,591.1373986341059,592.1873986385763,window_1
participant_01,1,day,Town10HD,25.827411651611328,27.71036148071289,0.0019347763154655695,34.13212203979492,30.92105484008789,0.0020177459809929132,0.938,0.933,68,66,None,1.0,reach_back,1.0,neutral,0.982,fear,0.77,2026-02-10T16:21:28.012143,2026-02-10T16:21:29.604341,24794,24815,598.9773986674845,599.7123986706138,window_2
participant_01,1,day,Town10HD,41.31538009643555,53.37767791748047,0.001720008789561689,41.52558517456055,55.09602355957031,0.001403274480253458,0.701,0.677,70,70,None,1.0,reach_back,0.935,happy,0.775,sad,0.618,2026-02-10T16:21:45.632008,2026-02-10T16:21:47.589678,25038,25066,607.5173987038434,608.4973987080157,window_1
participant_01,1,day,Town10HD,87.38574981689453,71.66240692138672,0.001976280240342021,95.88809967041016,76.53941345214844,0.0019788742065429688,0.612,0.612,69,69,None,1.0,reach_back,1.0,neutral,0.718,fear,0.346,2026-02-10T16:21:57.389864,2026-02-10T16:21:59.116178,25204,25230,613.3273987285793,614.2373987324536,window_2
participant_01,1,day,Town10HD,-14.804941177368164,132.0790252685547,0.001914176857098937,-29.367589950561523,131.29885864257812,0.0018764877459034324,0.741,0.759,64,64,None,1.0,reach_back,1.0,neutral,0.708,fear,0.978,2026-02-10T16:22:22.183038,2026-02-10T16:22:24.334531,25559,25590,625.7523987814784,626.8373987860978,window_1
participant_01,1,day,Town10HD,-42.009422302246094,103.39727020263672,0.0019218444358557463,-42.69731521606445,92.84255981445312,0.0019289398333057761,0.8,0.808,65,66,None,1.0,None,1.0,happy,0.766,fear,0.982,2026-02-10T16:22:29.716286,2026-02-10T16:22:31.344705,25663,25685,629.3923987969756,630.1623988002539,window_2
participant_01,1,day,Town10HD,42.31719970703125,60.76064682006836,0.001747894217260182,44.63382339477539,50.71076583862305,0.0020830535795539618,1.0,0.975,68,64,None,1.0,reach_back,0.993,happy,0.844,sad,0.691,2026-02-10T16:22:50.318174,2026-02-10T16:22:52.602767,25942,25974,639.1573988385499,640.2773988433182,window_1
participant_01,1,day,Town10HD,46.47395706176758,37.56428909301758,0.0017190170474350452,46.47410202026367,37.56427001953125,0.0017190932994708419,0.765,0.767,66,67,None,1.0,reach_back,1.0,happy,0.829,sad,0.936,2026-02-10T16:23:02.391767,2026-02-10T16:23:04.199107,26112,26139,645.1073988638818,646.0523988679051,window_2
participant_01,1,day,Town10HD,47.32013702392578,34.7322998046875,0.0017195892287418246,47.32013702392578,34.7322998046875,0.0017195892287418246,0.775,0.778,64,64,None,1.0,reach_back,0.949,neutral,0.958,fear,0.382,2026-02-10T16:23:24.906041,2026-02-10T16:23:27.099634,26442,26474,656.6573989130557,657.777398917824,window_1
participant_01,1,day,Town10HD,52.06928253173828,31.582809448242188,0.0019012069096788764,59.88084030151367,31.4090576171875,0.0017132950015366077,0.754,0.734,64,63,None,1.0,reach_back,1.0,neutral,0.751,neutral,0.614,2026-02-10T16:23:32.497763,2026-02-10T16:23:36.041675,26550,26602,660.4373989291489,662.2573989368975,window_2
participant_01,1,day,Town10HD,109.60808563232422,-0.6639718413352966,0.0017826842376962304,108.88844299316406,-18.049972534179688,0.0018379592802375555,0.735,0.747,64,64,None,1.0,reach_back,0.918,neutral,0.700,fear,0.774,2026-02-10T16:23:52.892771,2026-02-10T16:23:55.249881,26845,26881,670.7623989731073,672.0223989784718,window_1
participant_01,1,day,Town10HD,34.37498092651367,-66.0768814086914,0.0019340895814821124,23.274320602416992,-66.30239868164062,0.0019577406346797943,0.799,0.81,69,71,None,1.0,reach_back,1.0,neutral,0.907,sad,0.999,2026-02-10T16:24:09.345652,2026-02-10T16:24:10.927109,27091,27114,679.3723990097642,680.1773990131915,window_2
participant_01,1,day,Town10HD,-99.96051788330078,-53.47568893432617,0.0018944167532026768,-107.15215301513672,-39.51371765136719,0.0020635605324059725,0.634,0.612,68,65,None,1.0,reach_back,0.943,neutral,0.694,fear,0.96,2026-02-10T16:24:29.121557,2026-02-10T16:24:31.389761,27396,27430,690.0473990552127,691.2373990602791,window_1
participant_01,1,day,Town10HD,-101.30783081054688,22.789073944091797,0.0018562315963208675,-91.30006408691406,25.968557357788086,0.001864585792645812,0.572,0.566,64,64,sing,0.838,reach_back,1.0,sad,0.502,sad,0.535,2026-02-10T16:24:41.704634,2026-02-10T16:24:43.465297,27582,27605,696.5573990829289,697.3623990863562,window_2
participant_01,1,day,Town10HD,-17.009334564208984,28.612314224243164,0.0020894240587949753,-5.011157989501953,28.182241439819336,0.0017764281947165728,0.528,0.578,65,65,None,1.0,reach_back,0.982,sad,0.626,sad,0.682,2026-02-10T16:24:57.090673,2026-02-10T16:25:00.632132,27789,27839,703.8023991137743,705.5523991212249,window_1
participant_01,1,day,Town10HD,23.132177352905273,30.681318283081055,0.0016501998761668801,32.65040588378906,31.45847511291504,0.002216949360445142,0.532,0.519,68,70,None,1.0,None,1.0,sad,0.729,neutral,0.978,2026-02-10T16:25:10.756705,2026-02-10T16:25:12.531641,27982,28006,710.5573991425335,711.3973991461098,window_2
participant_01,1,day,Town10HD,81.07777404785156,70.07964324951172,0.0019035720033571124,81.5362548828125,70.08161926269531,0.001721343956887722,0.725,0.758,64,63,None,1.0,reach_back,0.984,happy,0.656,sad,0.884,2026-02-10T16:25:35.495456,2026-02-10T16:25:38.033722,28343,28383,723.1923991963267,724.5923992022872,window_1
participant_01,1,day,Town10HD,99.94890594482422,88.32637786865234,0.0016673278296366334,98.09331512451172,100.65270233154297,0.001801032922230661,0.789,0.827,65,65,None,1.0,reach_back,1.0,happy,0.972,sad,0.989,2026-02-10T16:25:46.200462,2026-02-10T16:25:47.868456,28513,28539,729.1423992216587,730.052399225533,window_2
participant_01,1,day,Town10HD,-15.84901237487793,130.96617126464844,0.0017797087784856558,-32.61103820800781,129.40603637695312,0.002089004497975111,1.0,1.0,65,65,None,1.0,reach_back,0.933,neutral,0.803,sad,0.913,2026-02-10T16:26:05.825104,2026-02-10T16:26:08.152218,28814,28852,739.6773992665112,741.0073992721736,window_1
participant_01,1,day,Town10HD,-31.31760025024414,69.63951873779297,0.0019075011368840933,-20.81186294555664,69.15387725830078,0.001895484863780439,0.783,0.713,71,71,None,1.0,reach_back,1.0,neutral,0.820,sad,0.958,2026-02-10T16:26:21.236877,2026-02-10T16:26:23.031968,29034,29060,747.3773992992938,748.2873993031681,window_2
participant_01,1,day,Town10HD,54.11320495605469,28.024885177612305,0.0018259048229083419,54.113338470458984,28.02486801147461,0.001720008789561689,0.189,0.189,60,60,None,1.0,reach_back,0.975,neutral,0.931,fear,0.716,2026-02-10T16:31:37.682371,2026-02-10T16:31:39.923765,10613,10643,75.54437890276313,76.59437890723348,window_2
participant_01,1,day,Town10HD,54.113338470458984,28.02486801147461,0.001720008789561689,54.113338470458984,28.02486801147461,0.001720008789561689,0.18,0.176,61,62,None,1.0,reach_back,0.982,neutral,0.961,neutral,0.475,2026-02-10T16:31:45.395641,2026-02-10T16:31:47.689704,10720,10751,79.28937891870737,80.37437892332673,window_1
participant_01,1,day,Town10HD,69.35997009277344,26.182775497436523,0.0017195892287418246,69.35997009277344,26.182775497436523,0.0017195892287418246,0.192,0.183,61,60,None,1.0,reach_back,1.0,happy,0.726,sad,1.0,2026-02-10T16:32:05.803380,2026-02-10T16:32:07.582036,10989,11013,88.7043789587915,89.54437896236777,window_2
participant_01,1,day,Town10HD,69.36136627197266,26.180992126464844,-0.029530754312872887,69.35958099365234,26.181514739990234,0.0016776275588199496,0.166,0.169,61,61,None,1.0,reach_back,0.931,neutral,0.844,fear,0.944,2026-02-10T16:32:13.020858,2026-02-10T16:32:15.197895,11083,11111,91.99437897279859,92.97437897697091,window_1
participant_01,1,day,Town10HD,75.39534759521484,27.99393653869629,0.0015802764100953937,78.10246276855469,27.97465705871582,0.001799850375391543,0.072,0.072,63,62,None,1.0,reach_back,1.0,neutral,0.975,fear,0.402,2026-02-10T16:32:34.780144,2026-02-10T16:32:36.683300,11368,11393,101.9693790152669,102.84437901899219,window_2
participant_01,1,day,Town10HD,107.35031127929688,11.08068561553955,0.001858406001701951,108.96698760986328,4.231495380401611,0.002141074975952506,0.035,0.019,63,63,None,1.0,None,1.0,neutral,0.857,happy,0.524,2026-02-10T16:32:46.238026,2026-02-10T16:32:47.854564,11518,11540,107.21937903761864,107.98937904089689,window_1
participant_01,1,day,Town10HD,75.3579330444336,-65.15614318847656,0.001815109164454043,64.23473358154297,-66.36177825927734,0.0018627166282385588,0.0,0.0,72,68,sing,0.904,reach_back,0.908,neutral,0.747,sad,0.993,2026-02-10T16:33:03.682872,2026-02-10T16:33:05.488316,11763,11786,115.79437907412648,116.59937907755375,window_2
participant_01,1,day,Town10HD,-27.317827224731445,-67.36563873291016,0.0023014068137854338,-35.33320617675781,-67.6268310546875,0.0019013213459402323,0.0,0.043,65,66,None,1.0,reach_back,0.992,neutral,0.908,sad,0.656,2026-02-10T16:33:19.887082,2026-02-10T16:33:22.496112,11979,12015,123.35437910631299,124.61437911167741,window_1
participant_01,1,day,Town10HD,-90.29884338378906,-60.821067810058594,0.0019324874738231301,-98.34137725830078,-54.666316986083984,0.001942329341545701,0.0,0.0,72,72,None,1.0,reach_back,1.0,neutral,0.811,fear,0.951,2026-02-10T16:33:32.703002,2026-02-10T16:33:34.204479,12164,12185,129.82937913388014,130.56437913700938,window_2
participant_01,1,day,Town10HD,-98.27737426757812,23.54232406616211,0.0020987701136618853,-97.1441879272461,23.87234115600586,0.0016065215459093451,0.0,0.0,65,64,None,1.0,reach_back,0.966,neutral,0.955,angry,0.572,2026-02-10T16:33:50.284634,2026-02-10T16:33:52.467408,12398,12425,138.01937916874886,138.96437917277217,window_1
participant_01,1,day,Town10HD,-32.27777099609375,27.193885803222656,0.0018640136113390326,-20.21588897705078,27.357587814331055,0.0018919372232630849,0.113,0.102,69,66,None,1.0,reach_back,1.0,neutral,0.921,sad,1.0,2026-02-10T16:34:06.809814,2026-02-10T16:34:08.675589,12599,12624,145.0543791987002,145.92937920242548,window_2
participant_01,1,day,Town10HD,41.190433502197266,49.52061080932617,0.0021728132851421833,41.18933868408203,50.04191207885742,0.001729507464915514,0.083,0.094,62,63,None,1.0,reach_back,0.956,happy,0.766,sad,0.785,2026-02-10T16:34:24.461249,2026-02-10T16:34:26.770217,12828,12860,153.06937923282385,154.18937923759222,window_1
participant_01,1,day,Town10HD,41.601409912109375,61.749671936035156,0.0015169905964285135,45.77041244506836,68.48817443847656,0.001700553810223937,0.118,0.123,67,68,None,1.0,reach_back,1.0,sad,0.465,sad,0.916,2026-02-10T16:34:36.481048,2026-02-10T16:34:37.984802,12985,13005,158.56437925621867,159.2643792591989,window_2
participant_01,1,day,Town10HD,100.51004791259766,84.93224334716797,0.0018140410538762808,99.9686279296875,99.32482147216797,0.0018777847290039062,0.172,0.174,64,66,None,1.0,reach_back,0.964,happy,0.812,fear,0.915,2026-02-10T16:35:01.349090,2026-02-10T16:35:03.370035,13340,13370,170.9893793091178,172.03937931358814,window_1
participant_01,1,day,Town10HD,80.47807312011719,126.78272247314453,0.0019410323584452271,69.95689392089844,130.1913604736328,0.0019402693724259734,0.169,0.171,64,64,None,1.0,reach_back,1.0,neutral,0.945,fear,0.959,2026-02-10T16:35:08.606918,2026-02-10T16:35:10.295895,13444,13467,174.629379324615,175.43437932804227,window_2
participant_01,1,day,Town10HD,-41.67967224121094,116.77755737304688,0.0018279647920280695,-43.1209602355957,106.20819854736328,0.001984672388061881,0.279,0.329,65,65,None,1.0,reach_back,0.996,neutral,0.886,sad,0.989,2026-02-10T16:35:29.358314,2026-02-10T16:35:31.640149,13722,13751,184.35937936604023,185.37437937036157,window_1
participant_01,1,day,Town10HD,-20.48271942138672,69.6547622680664,0.0018919754074886441,-8.949475288391113,69.90278625488281,0.00197399128228426,0.339,0.334,68,70,None,1.0,None,1.0,sad,0.496,neutral,0.961,2026-02-10T16:35:41.346396,2026-02-10T16:35:43.071993,13877,13901,189.78437938913703,190.6243793927133,window_2
participant_01,1,day,Town10HD,41.5967903137207,62.025238037109375,0.0021209716796875,43.22187423706055,56.704402923583984,0.001758308382704854,0.423,0.459,64,64,None,1.0,reach_back,0.962,neutral,0.920,surprise,0.853,2026-02-10T16:36:03.948121,2026-02-10T16:36:06.362056,14179,14212,200.35437943413854,201.50937943905592,window_1
participant_01,1,day,Town10HD,45.46104431152344,36.60053634643555,0.0016857528826221824,55.75764083862305,27.995832443237305,0.0021170806139707565,0.518,0.516,64,66,None,1.0,reach_back,1.0,sad,0.509,sad,0.976,2026-02-10T16:36:11.371875,2026-02-10T16:36:13.628111,14283,14316,203.99437944963574,205.14937945455313,window_2
participant_01,1,day,Town10HD,93.52049255371094,28.302213668823242,0.0015887069748714566,104.16815948486328,20.722551345825195,0.0020380020141601562,0.412,0.426,70,70,None,1.0,reach_back,1.0,sad,0.662,fear,0.832,2026-02-10T16:36:32.168503,2026-02-10T16:36:34.091853,14579,14607,214.35437949374318,215.3343794979155,window_1
participant_01,1,day,Town10HD,91.34528350830078,-58.112083435058594,0.0019224166171625257,80.6722183227539,-63.59458541870117,0.0019265365554019809,0.486,0.496,69,68,None,1.0,reach_back,1.0,sad,0.752,sad,1.0,2026-02-10T16:36:46.935081,2026-02-10T16:36:48.796069,14793,14818,221.84437952563167,222.71937952935696,window_2
participant_01,1,day,Town10HD,-23.77478790283203,-67.984130859375,0.0018031310755759478,-23.77488899230957,-67.98413848876953,0.0017190932994708419,0.33,0.297,65,65,None,1.0,reach_back,0.964,happy,0.978,surprise,0.497,2026-02-10T16:37:07.958070,2026-02-10T16:37:10.187258,15091,15125,232.27437957003713,233.46437957510352,window_1
participant_01,1,day,Town10HD,-42.1357421875,-59.00108337402344,0.0018731688614934683,-46.5142707824707,-52.20030975341797,0.002080840989947319,0.231,0.212,65,66,None,1.0,reach_back,0.991,neutral,0.940,sad,1.0,2026-02-10T16:37:19.583762,2026-02-10T16:37:21.690501,15261,15290,238.2243795953691,239.23937959969044,window_2
participant_01,1,day,Town10HD,-49.91150665283203,-3.8454835414886475,0.0018073272658511996,-50.10837936401367,0.3327867090702057,0.0016314696986228228,0.078,0.086,67,66,None,1.0,reach_back,0.976,neutral,0.873,happy,0.887,2026-02-10T16:37:35.905041,2026-02-10T16:37:38.166724,15480,15512,245.88937962800264,247.00937963277102,window_1
participant_01,1,day,Town10HD,-19.09703826904297,27.961462020874023,0.0019126510014757514,-7.7366862297058105,27.46935272216797,0.001941680908203125,0.086,0.078,66,68,None,1.0,reach_back,1.0,happy,0.621,angry,0.738,2026-02-10T16:37:48.974694,2026-02-10T16:37:50.828550,15660,15686,252.18937965482473,253.09937965869904,window_2
participant_01,1,day,Town10HD,73.10271453857422,70.15592956542969,0.0021182249765843153,79.17106628417969,69.97813415527344,0.002054672222584486,0.084,0.089,67,66,None,1.0,None,1.0,happy,0.866,fear,0.999,2026-02-10T16:38:13.025166,2026-02-10T16:38:14.724188,15993,16019,263.8443797044456,264.7543797083199,window_1
participant_01,1,day,Town10HD,96.51653289794922,75.79218292236328,0.001648979145102203,99.41848754882812,84.08914184570312,0.0020126723684370518,0.179,0.18,69,71,None,1.0,reach_back,1.0,sad,0.841,sad,0.999,2026-02-10T16:38:24.518345,2026-02-10T16:38:26.224407,16165,16191,269.8643797300756,270.7743797339499,window_2
participant_01,1,day,Town10HD,47.629032135009766,133.2419891357422,0.0016357803251594305,34.18463897705078,134.96087646484375,0.0018316268688067794,0.136,0.117,68,70,None,1.0,reach_back,0.978,neutral,0.906,happy,0.83,2026-02-10T16:38:42.516392,2026-02-10T16:38:44.619129,16430,16459,279.1393797695637,280.154379773885,window_1
participant_01,1,day,Town10HD,-38.02202606201172,126.31076049804688,0.0013436126755550504,-40.6371955871582,122.83795928955078,0.0016889572143554688,0.087,0.092,68,67,None,1.0,reach_back,1.0,neutral,0.832,angry,0.559,2026-02-10T16:38:59.573780,2026-02-10T16:39:01.088191,16679,16700,287.85437980666757,288.5893798097968,window_2
participant_01,1,day,Town10HD,-23.074785232543945,69.22942352294922,0.0018965911585837603,-13.693735122680664,69.4168701171875,0.0019715880043804646,0.053,0.055,66,65,None,1.0,reach_back,0.959,happy,0.886,surprise,0.498,2026-02-10T16:39:13.328197,2026-02-10T16:39:15.394157,16870,16898,294.5393798351288,295.5193798393011,window_1
participant_01,1,day,Town10HD,44.33793258666992,47.1162109375,0.0020031356252729893,44.35686111450195,41.07878875732422,0.001895217807032168,0.109,0.116,67,66,None,1.0,reach_back,0.93,happy,0.713,sad,0.92,2026-02-10T16:39:32.809065,2026-02-10T16:39:34.388892,17153,17176,304.44437987729907,305.24937988072634,window_2
participant_01,1,day,Town10HD,79.23197937011719,25.153392791748047,0.0017192839877679944,79.23197937011719,25.153392791748047,0.0017192839877679944,0.25,0.253,66,66,None,1.0,reach_back,0.979,happy,0.766,fear,0.632,2026-02-10T16:39:49.780566,2026-02-10T16:39:51.733836,17420,17450,313.78937991708517,314.8393799215555,window_1
participant_01,1,day,Town10HD,79.33781433105469,25.147201538085938,0.00171489710919559,79.4424057006836,25.141984939575195,0.001721458393149078,0.258,0.267,68,70,None,1.0,reach_back,1.0,neutral,0.882,neutral,0.582,2026-02-10T16:40:00.118858,2026-02-10T16:40:01.551139,17580,17604,319.38937994092703,320.2293799445033,window_2
